coin_name,inv0,cl_name,cl_canshu,is_run,cl_id,cl_index
ZCmain,15min,emacd_histogram_decrease^230^644^299|rsi_fast_lower_slow^25^55&adx_plus_crossunder_minus^35|price_crossunder_sma_2^25&price_crossover_sma^130|trailing_stop^34^3.5,0,1,emacd_histogram_decrease^230^644^299|rsi_fast_lower_slow^25^55&adx_plus_crossunder_minus^35|price_crossunder_sma_2^25&price_crossover_sma^130|trailing_stop^34^3.5,emacd_histogram_decrease^230^644^299|rsi_fast_lower_slow^25^55&adx_plus_crossunder_minus^35|price_crossunder_sma_2^25&price_crossover_sma^130|trailing_stop^34^3.5
ZCmain,15min,smacd_lower_signal^130^338^169|ma_atr_short_period^70.0^84.0^2.0&rvi_crossunder0^200^SMA|kdj_k_crossunder50^14^10&second_wave_trend_1^8|trailing_stop^34^3.5,0,1,smacd_lower_signal^130^338^169|ma_atr_short_period^70.0^84.0^2.0&rvi_crossunder0^200^SMA|kdj_k_crossunder50^14^10&second_wave_trend_1^8|trailing_stop^34^3.5,smacd_lower_signal^130^338^169|ma_atr_short_period^70.0^84.0^2.0&rvi_crossunder0^200^SMA|kdj_k_crossunder50^14^10&second_wave_trend_1^8|trailing_stop^34^3.5
ZCmain,15min,ma_atr_short_period^70.0^84.0^2.0|rvi_neutral^30^5.0^-5.0^SMA&ema_fast_crossunder_slow^190^494|mass_crossover1^200^140&price_crossover_sma^130|trailing_stop^34^3.5,0,1,ma_atr_short_period^70.0^84.0^2.0|rvi_neutral^30^5.0^-5.0^SMA&ema_fast_crossunder_slow^190^494|mass_crossover1^200^140&price_crossover_sma^130|trailing_stop^34^3.5,ma_atr_short_period^70.0^84.0^2.0|rvi_neutral^30^5.0^-5.0^SMA&ema_fast_crossunder_slow^190^494|mass_crossover1^200^140&price_crossover_sma^130|trailing_stop^34^3.5
ZCmain,15min,sma_fast_lower_slow^8^13|rsi_fast_lower_slow^25^55&sma_fast_crossunder_slow_3^210^336|smacd_start_decrease^70^168&tsi_crossover_signal^220^154^176^SMA|trailing_stop^34^2.5,0,1,sma_fast_lower_slow^8^13|rsi_fast_lower_slow^25^55&sma_fast_crossunder_slow_3^210^336|smacd_start_decrease^70^168&tsi_crossover_signal^220^154^176^SMA|trailing_stop^34^2.5,sma_fast_lower_slow^8^13|rsi_fast_lower_slow^25^55&sma_fast_crossunder_slow_3^210^336|smacd_start_decrease^70^168&tsi_crossover_signal^220^154^176^SMA|trailing_stop^34^2.5
ZCmain,15min,rsi_fast_lower_slow^25^55|tsi_neutral^12^10^25.0^-25.0^SMA&roc_crossunder0^55|stoch_k_crossunder50^230^207&second_wave_trend_1^10|trailing_stop^34^2.5,0,1,rsi_fast_lower_slow^25^55|tsi_neutral^12^10^25.0^-25.0^SMA&roc_crossunder0^55|stoch_k_crossunder50^230^207&second_wave_trend_1^10|trailing_stop^34^2.5,rsi_fast_lower_slow^25^55|tsi_neutral^12^10^25.0^-25.0^SMA&roc_crossunder0^55|stoch_k_crossunder50^230^207&second_wave_trend_1^10|trailing_stop^34^2.5
ZCmain,15min,supertrend_short_period^10.0^2.7|tsi_oversold^50^15^0.0^SMA&aroon_diff_crossunder0^18|bb_price_crossunder_high_2^35.0^2.1&aroon_diff_crossover0^140|trailing_stop^34^3.5,0,1,supertrend_short_period^10.0^2.7|tsi_oversold^50^15^0.0^SMA&aroon_diff_crossunder0^18|bb_price_crossunder_high_2^35.0^2.1&aroon_diff_crossover0^140|trailing_stop^34^3.5,supertrend_short_period^10.0^2.7|tsi_oversold^50^15^0.0^SMA&aroon_diff_crossunder0^18|bb_price_crossunder_high_2^35.0^2.1&aroon_diff_crossover0^140|trailing_stop^34^3.5
ZCmain,15min,smacd_histogram_decrease^55^99^38|rsi_fast_lower_slow^25^55&adx_plus_crossunder_minus^35|ema_fast_crossunder_slow^190^494&stoch_d_crossover50^110^99^77|trailing_stop^34^3.5,0,1,smacd_histogram_decrease^55^99^38|rsi_fast_lower_slow^25^55&adx_plus_crossunder_minus^35|ema_fast_crossunder_slow^190^494&stoch_d_crossover50^110^99^77|trailing_stop^34^3.5,smacd_histogram_decrease^55^99^38|rsi_fast_lower_slow^25^55&adx_plus_crossunder_minus^35|ema_fast_crossunder_slow^190^494&stoch_d_crossover50^110^99^77|trailing_stop^34^3.5
ZCmain,15min,kdj_k_lower_d^100^70^30|stoch_k_oversold^180^162^50&roc_crossunder0^50|sma_fast_crossunder_slow_2^230^644&smacd_histogram_start_increase_2^160^416^96|trailing_stop^34^3.5,0,1,kdj_k_lower_d^100^70^30|stoch_k_oversold^180^162^50&roc_crossunder0^50|sma_fast_crossunder_slow_2^230^644&smacd_histogram_start_increase_2^160^416^96|trailing_stop^34^3.5,kdj_k_lower_d^100^70^30|stoch_k_oversold^180^162^50&roc_crossunder0^50|sma_fast_crossunder_slow_2^230^644&smacd_histogram_start_increase_2^160^416^96|trailing_stop^34^3.5
ZCmain,15min,rvi_neutral^30^5.0^-5.0^SMA|mass_higher1^70^35&ema_fast_crossunder_slow^190^494|mass_crossover1^200^140&bb_price_crossover_high^25.0^3.6999999999999993|trailing_stop^34^3.5,0,1,rvi_neutral^30^5.0^-5.0^SMA|mass_higher1^70^35&ema_fast_crossunder_slow^190^494|mass_crossover1^200^140&bb_price_crossover_high^25.0^3.6999999999999993|trailing_stop^34^3.5,rvi_neutral^30^5.0^-5.0^SMA|mass_higher1^70^35&ema_fast_crossunder_slow^190^494|mass_crossover1^200^140&bb_price_crossover_high^25.0^3.6999999999999993|trailing_stop^34^3.5
ZCmain,15min,emacd_decrease^35^91|rvi_neutral^30^5.0^-5.0^SMA&smi_k_crossunder_d_2^250^225^225^85|smacd_start_decrease^90^234&ma_atr_long_signal^230.0^230.0^2.3999999999999995|trailing_stop^34^2.5,0,1,emacd_decrease^35^91|rvi_neutral^30^5.0^-5.0^SMA&smi_k_crossunder_d_2^250^225^225^85|smacd_start_decrease^90^234&ma_atr_long_signal^230.0^230.0^2.3999999999999995|trailing_stop^34^2.5,emacd_decrease^35^91|rvi_neutral^30^5.0^-5.0^SMA&smi_k_crossunder_d_2^250^225^225^85|smacd_start_decrease^90^234&ma_atr_long_signal^230.0^230.0^2.3999999999999995|trailing_stop^34^2.5
ZCmain,15min,sma_fast_lower_slow^8^13|ma_atr_short_period^70.0^84.0^2.0&ema_fast_crossunder_slow^190^494|sma_fast_crossunder_slow_2^230^644&stoch_d_crossover50^110^99^77|trailing_stop^34^3.5,0,1,sma_fast_lower_slow^8^13|ma_atr_short_period^70.0^84.0^2.0&ema_fast_crossunder_slow^190^494|sma_fast_crossunder_slow_2^230^644&stoch_d_crossover50^110^99^77|trailing_stop^34^3.5,sma_fast_lower_slow^8^13|ma_atr_short_period^70.0^84.0^2.0&ema_fast_crossunder_slow^190^494|sma_fast_crossunder_slow_2^230^644&stoch_d_crossover50^110^99^77|trailing_stop^34^3.5
ZCmain,15min,price_lower_ema^6|rsi_fast_lower_slow^25^55&smacd_start_decrease^90^234|emacd_crossunder_signal_2^200^280^240&tsi_crossover0^220^88^EMA|trailing_stop^34^2.5,0,1,price_lower_ema^6|rsi_fast_lower_slow^25^55&smacd_start_decrease^90^234|emacd_crossunder_signal_2^200^280^240&tsi_crossover0^220^88^EMA|trailing_stop^34^2.5,price_lower_ema^6|rsi_fast_lower_slow^25^55&smacd_start_decrease^90^234|emacd_crossunder_signal_2^200^280^240&tsi_crossover0^220^88^EMA|trailing_stop^34^2.5
